test_set,blur_size,noise_level,accuracy,f1,confidence_overall,precision_immune,precision_other,precision_stromal,precision_tumour,recall_immune,recall_other,recall_stromal,recall_tumour,confidence_immune,confidence_other,confidence_stromal,confidence_tumour
3,7,10,0.298,0.2144518500045582,0.75778764,0.0,0.2087912087912088,0.46958456973293766,0.6153846153846154,0.0,0.551,0.633,0.008,nan,0.73863417,0.7690492,0.5183771
3,9,10,0.29675,0.2114771929183919,0.7787397,0.0,0.20765441455096628,0.46976401179941,0.4,0.0,0.548,0.637,0.002,nan,0.7652069,0.7767056,0.55829626
3,19,10,0.29275,0.20508347016967707,0.8100147,0.0,0.20080645161290323,0.44276315789473686,0.0,0.0,0.498,0.673,0.0,nan,0.80971843,0.8018649,nan
3,0,20,0.25,0.10004001600640255,0.9029944,0.0,0.0,0.25012506253126565,0.0,0.0,0.0,1.0,0.0,nan,nan,0.92212707,nan
3,1,20,0.25,0.10006003602161297,0.8939437,0.0,0.0,0.2501876407305479,0.0,0.0,0.0,1.0,0.0,nan,nan,0.9169211,nan
3,3,20,0.25,0.10164389153284537,0.8520197,0.0,0.045454545454545456,0.2522750252780586,0.0,0.0,0.002,0.998,0.0,nan,0.6522998,0.8981975,nan
3,5,20,0.2545,0.11603699467601751,0.8270754,0.0,0.11857707509881422,0.2636776087536696,0.0,0.0,0.03,0.988,0.0,nan,0.60345346,0.88856614,nan
3,7,20,0.25525,0.11949669661901953,0.82389134,0.0,0.1162079510703364,0.267628641437517,0.0,0.0,0.038,0.983,0.0,nan,0.63749194,0.88870555,nan
3,9,20,0.255,0.11998856048840359,0.8261958,0.0,0.10985915492957747,0.2691358024691358,0.0,0.0,0.039,0.981,0.0,nan,0.6521438,0.8916085,nan
3,19,20,0.256,0.12089560579792476,0.83786625,0.0,0.1168091168091168,0.26938887366401754,0.0,0.0,0.041,0.983,0.0,nan,0.64567506,0.8998165,nan
3,0,30,0.25,0.1,0.97532725,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,nan,nan,0.9752982,nan
3,1,30,0.25,0.1,0.97377414,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,nan,nan,0.9741266,nan
3,3,30,0.25,0.1,0.9656893,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,nan,nan,0.96944934,nan
3,5,30,0.25,0.1,0.9565221,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,nan,nan,0.96659744,nan
3,7,30,0.25,0.10002000400080016,0.95260155,0.0,0.0,0.25006251562890724,0.0,0.0,0.0,1.0,0.0,nan,nan,0.96605724,nan
3,9,30,0.25,0.10002000400080016,0.95147693,0.0,0.0,0.25006251562890724,0.0,0.0,0.0,1.0,0.0,nan,nan,0.96629286,nan
3,19,30,0.25025,0.1005780720193685,0.9527245,0.0,0.25,0.2502502502502503,0.0,0.0,0.001,1.0,0.0,nan,0.51201713,0.9679118,nan
